batch_number,number,caseNm,caseNo,courtNm,abridged_context,question,answer1,answer2,answer3,answer4,answer5,correct_answer,explanation
4,27,"폭력행위등처벌에관한법률위반(집단,흉기등상해)",2006노892,서울동부지법,,법률상 또는 작량감경이 이루어지지 않은 경우에는 형을 선고할 때 반드시 ____을(를) 준수해야 한다.,법정형,선고형의 상한,임의적 감경,집행유예 기간,특별사면 기준,A,"이 사건에서 원심이 감경 없이 법정형보다 낮은 형을 선고한 잘못이 문제되었습니다. 법률상 또는 작량감경이 없으면 법정형을 따라야 하며, 법정형 미만의 형 선고는 허용되지 않습니다. '법정형'이 필수적 기준이라는 점에서 A가 정답입니다. B, C, D, E는 형의 선고와 관련된 요소로 보일 수 있으나, 법정형을 반드시 준수해야 한다는 핵심 법리에 관한 내용이 아니므로 정답이 될 수 없습니다."
4,28,결의무효확인,92가합354,광주지법 해남지원,,"어촌계의 손실보상금 분배결의가 효력을 갖기 위해서는, 정관이나 규약에 특별한 정함이 없는 한 계원총회의 ____ 따라야 한다.",결의,일방적 통보,계장 지시,대표자 단독결정,관할관청 허가,A,"① 본 판례는 어촌계가 법인 아닌 사단으로서 총유물인 손실보상금 분배 등 처분은 원칙적으로 정관이나 규약에 달리 정함이 없는 한 계원총회의 결의에 의해야 함을 판단하였다. ② 각 보기를 대입하면, '계원총회의 결의'만이 민법상 총유물 처분의 법적 근거로서 정관의 특별 규정이 없는 경우에도 적용될 수 있으며, 그 외의 '일방적 통보', '계장 지시', '대표자 단독결정', '관할관청 허가'는 관련 법리에 부합하지 않는다. ③ 따라서 정답은 A이고, 나머지는 총유물 처분의 합법적 방식으로 볼 수 없어 배제된다."
4,29,손해배상(기),2004가단23419,부산지법 동부지원,,"대규모할인점과 같이 많은 소비자가 차량을 이용하여 방문하는 경우, 운영주체는 매장뿐만 아니라 주차장에서 고객이 처할 수 있는 위험으로부터 보호할 의무가 있고, 이때 주차장의 안전 유지 의무에는 강도 사건과 같은 범죄 예방을 위한 ____가 포함된다.",주의의무,일반관리의무,결과책임,경미한 주의관리,감독상 과실,A,"판례는 대규모할인점 운영자가 매장뿐 아니라 주차장 내 고객의 안전을 위해 각종 위험, 특히 강력범죄의 예방 등 실질적인 보호를 도모할 '주의의무'를 부담한다고 명확히 판시했다. 제시된 보기 중 범죄 예방과 직결되는 법적 의무는 ‘주의의무’뿐이다. 다른 선택지들은 범위 축소(경미한 주의관리), 인접 개념 혼동(감독상 과실), 적용범위 오류(일반관리의무, 결과책임)에 해당하여 적합하지 않다. 따라서 '강도 사건과 같은 범죄 예방을 위한 ____'에 들어갈 유일하게 적합한 답은 '주의의무'다."
4,30,매매대금,2014나2019101,서울고등법원,,"농협법 등 강행법규 위반으로 계약의 일부 약정이 무효가 된 경우, 채권자가 진술 및 보장 조항만을 근거로 하여 무효가 된 약정의 이행을 청구하거나 손해배상을 구하는 것은 ____.",허용될 수 없다,원칙적으로 허용된다,사정에 따라 예외적으로 인정할 수 있다,계약당사자 간 합의로만 판단한다,항상 손해배상 청구가 가능하다,A,"(1) 판례는 강행법규를 위반한 약정이 무효인 경우, 진술 및 보장 조항을 근거로 하여 상대방에게 무효 약정의 이행이나 이에 기초한 손해배상을 구할 수 없다고 본다. (2) 본 사안에서 원고들이 진술 및 보장 조항을 들어 손해배상 청구를 주장하였으나, 법리는 강행규정 위반의 무효에 대해 해당 조항으로 손해배상을 인정하면 강행법규의 취지가 잠탈될 수 있으므로 이를 허용하지 않는다. (3) 따라서 정답은 '허용될 수 없다'이고, 나머지 보기(B, C, D, E)는 모두 강행법규 효과 또는 법리 적용방식에 반한다."
4,31,구상금,2003나71626,서울고등법원,,"회사정리절차 개시 전 국세의 납부기한이 적법하게 연장된 경우, 연장된 납부기한이 회사정리법상 공익채권인지 여부는 당초 납부기한이 아니라 ____을 기준으로 판단해야 한다.",연장된 납부기한,당초 법정납부기한,납세고지서상의 고지납부기한,정리절차개시일 이전의 마지막 영업일,채권신고기간 만료일,A,"(1) 판례는 국세의 법정납부기한이 적법하게 연장된 경우 회사정리절차 개시 당시 도래하지 않은 새로운 납부기한을 기준 삼아 공익채권 해당 여부를 판단해야 한다고 보았다. (2) 각 선택지를 대입해 보면, 정답인 '연장된 납부기한'만이 회사정리법 제208조 제9호 해석상 논리적·법리적으로 유일하게 인정된다. 원칙적으로 당초 법정납부기한(B)이나 고지납부기한(C) 등을 기준 삼는 것은 과도하게 정리회사나 채권자에게 유리하게 되어 법의 취지를 몰각할 우려가 있다. (3) 따라서 정답은 A이고, 나머지 보기는 관련 법리 및 판결 이유와 부합하지 않아 배제된다."
4,32,부당이득금반환,2008나27506,수원지방법원,,"공유자 중 일부가 공유물의 사용·수익 방법에 관하여 다른 공유자와 별도의 특약 없이 부당이득에 해당하려면, 그 사용·수익이 공유지분 ____의 합의에 근거하지 않아야 한다.",과반수,전부,1/3,최다수,특수관계인,A,"이 사안에서 부당이득이 성립하기 위해서는 공유물의 사용·수익이 단순히 일부 공유자의 동의가 아니라, 지분 과반수의 합의(민법상 원칙)에 근거하지 않아야 한다는 점이 핵심이다. 사안에서 피고들은 지분 과반수의 합의에 기해 토지를 점유·사용하고 있으므로 부당이득이 성립하지 않는다. 선택지 A '과반수'를 넣으면 '지분 과반수의 합의에 근거하지 않아야 한다'는 정확한 법리가 완성된다. B '전부', C '1/3', D '최다수', E '특수관계인'은 공유자 사이의 실제 합의 기준을 오인하거나 법리에 근거가 없어 타당하지 않다."
4,33,"사기,사기방조",2006노3300,수원지방법원,,"향후 사기죄 성립 여부 판단에서, 요양급여비 청구행위가 권리행사로서 용인될 수 없다고 평가되려면 사회통념상 ____ 경우에 해당해야 한다.",용인할 수 없는,일반적으로 인정되는,경제적 이익이 충분히 보장되는,실제로 입원치료가 필요한,의료법상 권리가 존중되는,A,"(1) 판례는, 진료 및 요양급여비 청구가 정당한 권리행사라고 하더라도 사회통념상 권리 행사로 용인할 수 없어야 사기죄의 위법성이 인정된다고 본다. (2) 선택지들을 검토하면, '일반적으로 인정되는'(B) 등은 사기죄 성립을 부정하는 조건이므로 부합하지 않고, 경제적 이익 보장이 핵심 기준이 아니다(C). 실제 입원 필요성 존부(D), 의료법상 권리(E) 자체로 위법성 판단 기준이 될 수 없다. 오직 '용인할 수 없는'(A) 상태여야 사기죄의 구성요건이 충족되므로, 정답은 A이다."
4,34,손해배상,2009나64651,서울고등법원,,"계약의 해석에 있어 처분문서의 문언만으로 당사자의 진정한 의사가 명확하지 않은 경우에는, 그 약정 성립의 동기·경위, 약정의 목적, 당사자의 태도 등을 종합하여 논리와 경험칙에 따라 ____ 해석하여야 한다.",합리적으로,일방적으로,엄격하게,문언대로만,사후적으로,A,"(1) 판결 이유에서 법원은 처분문서의 문언이 불분명할 때는 문언뿐 아니라, 약정의 동기, 목적, 당사자의 진정한 의사 등을 모두 고려하여 '논리와 경험칙에 따라 합리적으로' 해석함을 제시하고 있다. (2) 각 선택지를 대입하면: B(일방적으로), C(엄격하게), D(문언대로만)는 '논리와 경험칙에 따라' → 문언을 넘어서는 해석 필요성과 상충하고, E(사후적으로)는 해석 시점과 관련되어 부적절하다. (3) 따라서 A(합리적으로)만이 문맥과 법리 모두를 충족하여 정답이다."
4,35,전기요금청구사건,85가합311,인천지법,,전기요금 채권의 소멸시효 기간은 전기요금이 민법상 ____에 해당하므로 3년으로 본다.,생산물의 대가,단순한 금전채권,불법행위로 인한 손해배상,공법상 부과금,위임계약상의 보수,A,"(1) 판결문에서 법원은 전기요금이 상법상 상행위에서 기인한 채권이라고 하더라도, 민법 제163조 제6호의 '생산물의 대가'로 보아 3년의 단기 소멸시효가 적용된다고 판단하였다. (2) 각 선택지를 대입하면, '전기요금 채권의 소멸시효 기간은 전기요금이 민법상 ____에 해당하므로 3년으로 본다'는 문장에서 '생산물의 대가'가 들어가야만 해당 법리의 결론이 논리적·법리적으로 타당하다. 나머지는 법리를 벗어나거나 근거가 되지 못한다(단순한 금전채권: 10년, 불법행위: 3년이지만 해당 아님, 공법상 부과금/위임계약 보수: 해당 없음). (3) 따라서 정답은 'A'이고, 그 외 선택지는 법리를 오도하므로 배제된다."
4,36,사해행위취소,2014가단516877,수원지방법원,,"채권자취소권 행사에서 제척기간의 기산점은 채권자가 단순히 채무자의 재산처분 행위를 안 날이 아니라, 채무자가 채권자를 해할 의사로 사해행위를 하였다는 사실을 알게 된 날임을 유의해야 한다. 즉, 제척기간의 기산점이 되려면 채무자의 사해의사까지 인식해야 하므로, 이때 필요한 인식 요소는 ____이다.",사해행위임을 알게 된 때,채무자 명의의 재산처분만 인지한 때,채무자의 재산상 현황을 파악한 때,모든 채권액 전부가 변제되지 않은 때,최초로 세금이 부과된 때,A,"(1) 판시 이유는 채권자취소권 행사제척기간의 기산점은 채권자가 채무자가 채권자를 해함을 알고 행위를 하였다고 인식한 때, 즉 '사해행위임을 안 날'로 봄이 옳다고 명확히 밝힌다. 단순 처분사실 인지(보기 B), 채무 현황파악(보기 C), 변제불이행 자체(보기 D), 조세부과 시점(보기 E) 등은 각각 필요 요건 일부이거나 전제사실에 불과하며, '사해행위임'에 관한 인식이 결여된다. (2) 선택지 대입 시, 오직 A만이 채무자의 의도·행위의 성질을 아는 것이며, 나머지는 판례가 요구하는 요건을 충족하지 않는다. (3) 따라서 A '사해행위임을 알게 된 때'가 정답이고, 나머지 선지는 기산점의 판단기준에 부족하다."
4,37,근저당권말소,2019나12591,광주고법,,"금전거래 약정이 투자약정이 아니라 금전소비대차로 인정되면, 이 약정에는 ____이 적용되어야 한다.",이자제한법,대부업법,상가건물 임대차보호법,부동산실명법,주택임대차보호법,A,"(1) 본 판례에서 법원은 당사자 간 금전거래의 실질이 투자약정이 아닌 금전소비대차임을 확인하고, 이런 경우 이자제한법이 적용된다는 점을 명확히 하고 있다. (2) 각 선택지를 문장에 넣어 보면, '이 약정에는 이자제한법이 적용되어야 한다'만이 법리적으로 참이고 나머지는 적용 법률의 착오(대부업법은 대부업자의 영업행위 관할, 임대차보호 관련 법률은 전혀 무관, 실명법은 명의신탁에 관한 것임)로 인해 부적절하다. (3) 따라서 정답은 A(이자제한법)이다."
4,38,손해배상(기),2018나58549,서울중앙지방법원,,"변호사 등록신청에 대해 협회장은 원칙적으로 신청을 받은 후 지체 없이 명부에 등록해야 하지만, 법에 구체적으로 정한 등록거부 사유가 ____ 경우에만 심사위원회의 의결을 거쳐 등록을 거부할 수 있다.",있는,의심되는,전혀 없는,모두 확인되지 않은,논란이 있는,A,"법리는 변호사 등록신청에 관해 협회장이 원칙적으로 바로 등록해야 하나, 등록거부 사유가 법정 요건에 해당 '있는' 경우에만 위원회 심사를 거쳐 등록거부가 허용됨을 명확히 한다. 보기 'A'를 넣으면 참인 명제가 완성된다. '의심되는'(B)는 일부 예외적 가치평가 요건에만 해당할 수 있으나, 원칙적 근거로 오답이다. '전혀 없는'(C), '모두 확인되지 않은'(D), '논란이 있는'(E)는 법률의 명확성이나 요건충족과 무관해 배제된다. 결론적으로 '있는'이 유일하게 논리 및 법리적 정답이다."
4,39,보증금반환청구의소,2016나57631,광주지방법원,,"임대차보증금반환채권의 소멸시효는 일반적으로 임대차계약 기간이 만료된 때부터 진행하지만, 채권자가 임차목적물을 ____ 경우에는 시효의 진행이 시작되지 않는다.",계속하여 직접 또는 간접 점유하고 있는,일시적으로 출입한,주민등록만 유지하고 있는,임대인의 동의 없이 전대한,점유 회복 청구를 제기한,A,"이 사건 판례는 임대차보증금반환채권의 소멸시효 기산점에 관해, 임차인이 임대차 종료 후에도 임차목적물을 계속 점유하면 시효가 진행되지 않고, 그렇지 않으면 계약 종료 시점부터 시효가 진행된다는 원칙을 밝히고 있다. 각 선택지를 질문의 빈칸에 대입해 보면, A항 '계속하여 직접 또는 간접 점유하고 있는' 경우에만 시효 기산점의 예외로서 논리적으로 옳으며, 다른 선택지(B-E)는 시효 진행의 예외 사유가 되지 않으므로 부적절하다. 따라서 정답은 A이다."
4,40,"폭력행위등 처벌에 관한 법률위반(공동공갈)(인정된죄명:공갈), 폭력행위등 처벌에 관한 법률위반(공동강요)(인정된죄명:강요)",2009고단4470,서울중앙지법,,특정 신문에 광고를 중단하라는 요구에 불응할 경우 불매운동을 하겠다고 위협하여 광고 게재를 받아낸 행위가 정당한 의견표명의 범위를 벗어나 강요죄 및 공갈죄의 협박에 해당하려면 상대방의 ____을(를) 실질적으로 제한할 정도여야 한다.,의사결정의 자유,명예와 신용,피해 최소화 노력,손해 발생 여부,공공의 이익 보호,A,"(1) 법원의 판시는 강요죄 및 공갈죄의 성립과 관련하여, 불매운동 자체가 아니라 상대방에게 위법하게 광고 집행 등의 행위를 강요하는 과정에서 그들의 의사결정의 자유를 실질적으로 제한하는 정도의 협박이 있었는지에 주목한다. 문장에서 '강요죄 및 공갈죄의 협박에 해당하려면' 그 판단기준이 되는 요소를 확인해야 한다. (2) 각 선택지를 대입해 보면, '명예와 신용'은 협박으로 보호되는 법익이 아니다(C), '피해 최소화 노력'(C)이나 '손해 발생 여부'(D), '공공의 이익 보호'(E)는 위법성이나 예외의 판단 요소가 될 수는 있으나, 협박이 성립하는 요건으로 곧바로 연결되지 않는다. 유일하게 '의사결정의 자유'(A)를 실질적으로 제한하는 경우에만 법적인 협박의 성립 근거로 삼는 것이 적합하다. (3) 따라서 정답은 의사결정의 자유이고, 다른 선택지는 법리적 요건을 충족하지 못하므로 배제된다."
4,41,추심금등·사해행위취소,2015나10815,서울고등법원,,"동산채권담보법상 지명채권에 대한 담보권의 설정과 양도 사이의 우열을 판단할 때에는, 담보권 설정등기일자와 채권양도 통지가 제3채무자에게 도달한 일자의 선후를 기준으로 하여 ____을/를 결정한다.",우선순위,채무이행의무,담보목적물 이전,손해배상책임,채권의 소멸,A,"동산채권담보법 제35조에 따르면, 담보권자의 설정 등기와 양수인의 채권양도 통지 도달의 선후에 따라 우열이 결정된다. 각 선택지를 대입하면, 오직 '우선순위'만이 해당 문장의 법리상 정확한 완성임을 알 수 있다. '채무이행의무', '손해배상책임', '담보목적물 이전', '채권의 소멸' 등은 우열의 판단기준 또는 그 효과가 아닌 만큼 배제된다. 정답은 A이다."
4,42,카드사용대금,92나3566,서울고법,,"보증인이 신용카드회원의 카드이용대금에 대해 책임을 질 때, 카드회사 직원이 카드발급과정에서 카드번호를 잘못 기재했더라도, 카드번호가 실제로 특별카드회원에 해당한다면 보증인의 책임은 ____ 않는다.",감경되지,면제되지,전가되지,인정받지,증가하지,A,"(1) 판례는 카드발급 과정에서의 실수 등 사정이 있더라도, 본질적으로 카드번호가 특별카드회원의 것임이 명백하다면 보증인의 책임은 그대로 유지된다고 본다. (2) 각 보기 대입: '감경되지 않는다'는 법리가 맞으며, '면제되지 않는다'는 완전 책임면제 개념이어서 문맥상 이유축소 논리와 부합하지 않고, 나머지 오답(전가, 인정, 증가)은 법리상 관련 없다. (3) 따라서 정답은 A(감경되지)이며, 보증인의 책임범위는 경감될 수 없다는 것이 판례의 입장이다."
4,43,계약금등반환,94가합9805,대전지법,,"계약의 중요 부분에 착오가 있는 경우 당사자는 원칙적으로 이를 취소할 수 있으나, 그 착오가 자신의 ____에 기인한 때에는 취소할 수 없다.",중대한 과실,통상적 판단,상대방의 고의,실질적 손해,일시적 착각,A,"(1) 본 판례는 매매계약의 중요 부분에 사실관계에 대한 착오가 있더라도 그 착오가 당사자의 중대한 과실에 의한 것이라면 원칙적으로 계약을 취소할 수 없다는 민법 제109조의 취지를 적용한다. (2) 선택지 중 '중대한 과실'만이 민법의 법리와 판결 이유에서 명확히 취소권을 제한하는 요건이다. (3) 나머지 보기인 '통상적 판단', '실질적 손해', '일시적 착각'은 민법 제109조 착오취소의 제한 요건이 아니며, '상대방의 고의'는 오히려 예외적 취소 가능 사유(기망 등)의 요소로 혼동을 일으킬 수 있으나 판례 논증의 연결고리가 아니다. 따라서 정답은 '중대한 과실'이다."
4,44,구상금,2003나48176,서울고등법원,,해상운송에서 운송인의 손해배상책임이 제한받지 않는 예외는 운송인 자신의 고의나 ____로 인한 경우임을 유의해야 한다.,무모한 행위,과실,업무상 실수,선장의 부주의,불가항력,A,"(1) 상법 제789조는 해상운송인의 책임제한 원칙을 두되, 운송인 자신의 고의 또는 무모한 행위에 한해 제한이 배제됨을 단서로 규정한다. 본 판결은 운송인의 최종적 의사결정권자에 의한 갑판적 운송이 위험성을 무시한 무모한 행위에 해당한다고 보았다. (2) 보기를 대입해보면, '고의나 무모한 행위'만이 법률상 예외 사유에 해당하고, 나머지는 과실이나 실수와 같이 제한 범위에 포함되거나 판단기준에서 제외됨을 알 수 있다. (3) 따라서 정답은 A이며, B·C는 구성요건 일부만 충족하는 오답, D는 단순 대리자의 책임과 혼동, E는 책임 전체를 소멸시키는 예외(불가항력)로 본 사안과 무관하다."
4,45,사해행위취소,2012가합10547,광주지방법원 순천지원,,"채권자취소소송에서 채무자가 자신에게 귀속되지 않은 재산을 타인에게 이전한 경우에는, 해당 재산이 채무자의 ____이 되어야 사해행위에 해당한다.",책임재산,사실상 점유물,불법취득물,소유권이전예정부동산,상속대상재산,A,"(1) 판례에 따르면, 사해행위취소의 전제는 문제가 된 재산이 '채무자의 책임재산'이어야 하며, 채무자에게 소유권이 귀속되어 있지 않다면 사해행위에 해당하지 않는다. (2) 각 선택지 대입 시 '책임재산'만이 민법 제406조의 채권자취소 요건 및 본 사안의 논증구조(채무자의 재산이 처분의 대상이어야 함)에 부합한다. '사실상 점유물', '불법취득물', '상속대상재산' 등은 채권자취소의 요건으로서 부족하거나 부적절하다. (3) 따라서 정답은 A(책임재산)이며, 오답들은 요건을 왜곡하거나 관련 유사 개념을 혼동한 경우에 해당한다."
4,46,"공매배분금지급청구, 임치청구","2013가합528100(본소),2013가합556723(반소)",서울중앙지방법원,,"파산관재인에게 임치청구를 하는 경우, 파산법 등 관련 규정의 취지에 따르면 일반 민사소송이 아니라 ____에 불복을 청구하는 방법으로 해결하여야 한다.",파산법원,지방법원,행정법원,고등법원,가사법원,A,"(1) 판례는 파산관재인에게 임치청구를 하는 경우, 파산법 제479조 내지 제537조 등 파산법상의 특별절차가 적용됨을 들고 있다. 이 취지에 따라 본 사안에서는 파산관재인에게 임치청구를 한 뒤 파산관재인이 응하지 않을 때에는 특별한 민사소송이 아니라 파산법원에 불복을 거리도록 규정하고 있다. (2) 각 선택지를 대입해 보면, 지방법원(B), 가사법원(E), 행정법원(C), 고등법원(D)은 파산사건의 본질적 처분기관이 아니거나 부적절하다. 오직 '파산법원'(A)에 불복하는 것이 관련 법리와 판례 논의에 유일하게 부합한다. (3) 그러므로 정답은 A이고, 그 외 선택지는 파산절차 내 쟁송기관이 아니므로 타당하지 않다."
4,47,"중감금치상,강요,사문서위조,위조사문서행사,공정증서원본불실기재,불실기재공정증서원본행사,폭력행위등처벌에관한법률위반(야간,공동폭행)",2003고합1177,서울중앙지법,,"폭행죄와 중감금치상죄가 모두 성립하는 경우에도, 동일한 행위가 실질적으로 하나의 범죄에 해당하면 법조경합에 따라 ____로 평가하여 처벌하여야 한다.",흡수관계,실체적경합,상상적경합,과실범처리,이중처벌,A,"판례는 폭행죄와 중감금치상죄가 모두 성립하는 상황에서 사실관계, 범행동기, 보호법익의 중첩 등 여러 요소를 종합해 볼 때, 두 죄가 실질적으로 하나의 범죄로서 평가될 수 있으면 둘 사이를 법조경합인 '흡수관계'로 본다. '실체적경합'(B)이나 '상상적경합'(C)은 복수 범죄의 독립성이 유지되는 경우에 해당한다. '과실범처리'(D)는 고의범에 대한 처리 방식이 아니고, '이중처벌'(E)은 금지되는 결과이므로, 모두 부적절하다. 오직 '흡수관계'로 대입했을 때만 판례의 법리와 논증이 완결된다."
4,48,건물철거등,2006가단56326,대구지법,,"공동저당권이 설정된 후 기존 건물이 철거되고 신축 건물이 들어선 경우, 별다른 사정이 없다면 저당물의 경매로 토지와 신축건물의 소유자가 달라지더라도 신축건물을 위한 법정지상권은 ____.",성립하지 않는다,항상 성립한다,건물 신축 이전 등기여부에 따라 달라진다,경매 신청 채권자의 동의가 있을 때만 성립한다,신의성실의 원칙으로 자동 부여된다,A,"판례는 공동저당권이 설정된 이후 기존 건물이 멸실되고 새 건물이 신축된 상황에서, 특별한 사정이 없는 한 신축건물을 위한 법정지상권의 성립을 부정한다. 이는 토지 교환가치를 담보로 잡은 저당권자에게 부당한 불이익을 방지하기 위한 것이다. 선택지 A는 판례의 입장을 정확히 반영하며, B는 원칙적 취지가 아니고, C, D, E는 논거로 받아들여지지 않는다."
4,49,부당이득금,"2001나55927,2001나55934(병합)",서울고등법원,,"민법 제536조 제2항에 따라 쌍무계약에서 선이행의무자가 상대방의 의무 이행이 곤란할 현저한 사유가 있음을 이유로 자신의 의무 이행을 거절할 수 있으면, 비록 그 이행거절 의사를 구체적으로 표시하지 않았더라도 이행지체책임이 ____.",발생하지 않는다,감경된다,제한적으로 인정된다,일시적으로 유예된다,무조건 발생한다,A,"(1) 판례는 쌍무계약에서 선이행의무자(매수인 등)가 민법 제536조 제2항에 규정된 사정(상대방의 의무 이행이 곤란할 현저한 사유)을 이유로 자신의 의무 이행을 거절할 수 있으면, 그 권능 자체로 이행지체책임이 발생하지 않는다고 판시하였다. 이는 이행거절 의사를 반드시 명시적으로 밝힐 필요 없이, 법률상 거절권능의 존재만으로도 효과가 생김을 의미한다. (2) 각 선택지를 대입할 경우, '발생하지 않는다'만이 민법 및 판례의 해석과 논리적으로 일치한다. (3) 정답은 A이고, 나머지 보기들은 감경 또는 유예 등으로 효과를 한정시키거나, 오히려 책임 발생을 전제하는 오류이므로 배제된다."
4,50,구상금,2019나954,전주지방법원,,"보험자가 피보험자에게 지급한 보험금이 손해배상채권액을 초과하는 경우, 구상권의 범위는 손해배상채권액과 지급보험금 중 ____ 금액을 한도로 한다.",적은,큰,평균,명목상,보험계약상,A,"(1) 판례는 보험자의 대위 구상권 범위에 대하여, 보험금과 손해배상채권액 중 적은 금액을 기준으로 한다는 법리를 취한다. (2) '큰'이나 '평균' 등은 보험자의 과잉 구상을 허용하거나 근거 없는 구상범위를 설정하여 법리에 맞지 않고, '명목상'·'보험계약상'은 실제 손해배상 채권액과의 관계를 간과한다. (3) 따라서 정답은 '적은'이 유일하게 문맥상·법리상 타당하다."
4,55,사해행위취소등,2003나5329,광주고등법원,,"채권자취소권의 제척기간은 취소사실을 인지한 때부터 진행한다. 채권자가 채무자의 채권자취소권을 대위행사하는 경우, 그 기간 준수 여부는 ____를 기준으로 판단해라.",채무자,채권자,수익자,전득자,제3자,A,"1) 법리: 채권자가 채무자의 채권자취소권을 대위행사할 때 제소기간의 준수 여부는 그 권리의 귀속 주체인 채무자를 기준으로 본다(대위의 목적이 되는 권리의 주체 기준). 본건도 이를 전제로 기간 도과를 판단하였다.
2) 선택지 검토: A(채무자)가 유일하게 기간 기준 주체에 부합한다. B는 대위권자 자신의 인지를 기준으로 보는 오류이고, C·D는 수익자(또는 전득자)의 인지를 기준으로 혼동한 것이다. E는 비정형적 주체로 기준이 될 수 없다.
3) 결론: 정답은 A(채무자)."
4,56,소유권이전등기절차이행,2004나85059,서울고등법원,,"토지 매매대금의 일부를 조합원 분양권으로 대물변제하기로 하였으나 당시 동·호수가 정해지지 않았더라도, 호수 추첨에서 원고들에게 이전할 세대를 처음부터 제외하고 채무자가 추첨 직후 채권자의 동의를 얻어 특정 세대를 지정하거나, 준공 후 상당 기간이 지나도 이전등기를 하지 않자 원고들이 가처분을 신청한 경우에는 ____.",종류채권이 특정된다,종류채권이 소멸된다,분양계약이 성립한다,종류채권이 변경된다,소유권이 이전된다,A,"(1) 법리: 대금의 대물변제 수단으로 분양권을 약정했으나 목적 아파트가 미특정인 경우, 채권은 종류채권으로서 후속 절차를 통해 특정될 수 있다. 판례는 호수 추첨 후 채무자가 채권자 동의를 얻어 대상을 지정하거나, 상당 기간 이행이 지체된 상태에서 채권자가 가처분을 통해 대상을 특정하는 등 사정이 있으면 특정이 인정된다고 본다(대법원 2000다24856 취지 참조). (2) 대입: 문맥상 요구되는 효과는 ‘특정의 발생’이다. (3) 선택지 판단: A는 종류채권의 특정이라는 정확한 귀결이므로 정답이다. B는 특정으로 소멸하는 것이 아니므로 오답이다. C는 특정은 이행목적물의 확정 문제일 뿐 분양계약의 성립을 당연히 의미하지 않는다. D는 특정은 변경이 아니라 확정이므로 틀리다. E는 특정이 곧바로 소유권 이전을 발생시키지는 않으므로 맞지 않는다."
4,57,"이혼등,이혼등","2018드합200795,202111",부산가법,,유효한 혼인이 성립한 경우 결혼비용이나 예물 반환 등은 원칙적으로 재산분할로만 정리하고 별도의 원상회복·손해배상 청구는 허용되지 않는다. 다만 혼인생활이 제대로 형성되지 못했거나 애초 혼인의사가 결여된 등 극히 예외적 상황에서는 달리 볼 수 있다. 이 예외가 적용되려면 ____가 인정되어야 한다.,신의칙·형평상 혼인 불성립에 준할 정도의 특별한 사정,신의칙·형평상 단기간 파탄이라는 사정,일방의 유책이 상대적으로 크다는 사정,사실혼의 성립이 부정된다는 사정,재산분할 결과가 불리하다는 사정,A,"(1) 법리: 유효한 혼인 후에는 결혼식 비용·예물 반환이나 손해배상은 원칙적으로 허용되지 않고 재산분할로만 정리된다. 다만 혼인생활이 사실상 형성되지 않았거나 애초 혼인의사가 없었던 등, 신의칙·형평상 혼인 불성립에 준하여 처리할 정도의 특별한 사정이 있는 경우에 한해 예외가 인정된다(대법원 2014므329 참조). (2) 대입: A는 예외 성립요건을 정확히 적시한다. B는 ‘단기간 파탄’만으로는 부족하다. C는 유책의 경중만으로는 예외가 되지 않는다. D는 사실혼 여부와 혼동한 오답이다. E는 분배 결과의 유불리로 예외를 열 수 없다. (3) 따라서 정답은 A이다."
